delivery_id,order_id,delivery_status,delivery_time,rider_id
2302,2302,Delivered,75,32
2303,2303,Delivered,36,174
2304,2304,Delivered,29,284
2305,2305,Delivered,64,251
2306,2306,Delivered,66,96
2307,2307,Delivered,68,293
2308,2308,Delivered,23,254
2309,2309,Delivered,66,143
2310,2310,Delivered,72,88
2311,2311,Cancelled,0,216
2312,2312,Delivered,27,146
2313,2313,Delivered,51,149
2314,2314,Delivered,26,172
2315,2315,Delivered,26,81
2316,2316,Delivered,50,14
2317,2317,Delivered,29,5
2318,2318,Delivered,68,151
2319,2319,Out for Delivery,10,142
2320,2320,Delivered,30,114
2321,2321,Delivered,72,102
2322,2322,Delivered,40,209
2323,2323,Delivered,49,290
2324,2324,Delivered,47,175
2325,2325,Delivered,57,201
2326,2326,Delivered,73,35
2327,2327,Delivered,55,283
2328,2328,Out for Delivery,32,219
2329,2329,Delivered,69,153
2330,2330,Delivered,29,157
2331,2331,Delivered,28,266
2332,2332,Delivered,71,5
2333,2333,Delivered,64,53
2334,2334,Delivered,39,88
2335,2335,Delivered,33,115
2336,2336,Delivered,68,48
2337,2337,Delivered,31,224
2338,2338,Delivered,67,237
2339,2339,Delivered,25,150
2340,2340,Delivered,25,66
2341,2341,Cancelled,0,216
2342,2342,Delivered,40,274
2343,2343,Delivered,42,241
2344,2344,Delivered,29,88
2345,2345,Delivered,27,181
2346,2346,Delivered,65,97
2347,2347,Cancelled,0,78
2348,2348,Out for Delivery,29,149
2349,2349,Delivered,73,130
2350,2350,Delivered,57,46
2351,2351,Delivered,22,267
2352,2352,Delivered,43,296
2353,2353,Delivered,31,181
2354,2354,Cancelled,0,162
2355,2355,Out for Delivery,11,241
2356,2356,Delivered,29,90
2357,2357,Delivered,52,67
2358,2358,Cancelled,0,298
2359,2359,Delivered,48,92
2360,2360,Delivered,32,264
2361,2361,Delivered,69,202
2362,2362,Delivered,48,40
2363,2363,Delivered,65,83
2364,2364,Delivered,68,211
2365,2365,Delivered,58,203
2366,2366,Delivered,65,201
2367,2367,Delivered,67,263
2368,2368,Delivered,57,127
2369,2369,Delivered,48,41
2370,2370,Out for Delivery,12,134
2371,2371,Delivered,26,141
2372,2372,Delivered,41,124
2373,2373,Delivered,27,257
2374,2374,Delivered,48,119
2375,2375,Delivered,32,275
2376,2376,Delivered,49,187
2377,2377,Delivered,35,26
2378,2378,Delivered,25,97
2379,2379,Out for Delivery,13,298
2380,2380,Delivered,67,272
2381,2381,Delivered,60,39
2382,2382,Delivered,72,171
2383,2383,Delivered,72,11
2384,2384,Delivered,29,16
2385,2385,Delivered,62,45
2386,2386,Delivered,62,71
2387,2387,Delivered,51,39
2388,2388,Delivered,67,15
2389,2389,Delivered,75,232
2390,2390,Delivered,68,92
2391,2391,Delivered,59,80
2392,2392,Delivered,58,288
2393,2393,Delivered,51,241
2394,2394,Delivered,27,77
2395,2395,Delivered,68,213
2396,2396,Delivered,63,245
2397,2397,Delivered,38,20
2398,2398,Delivered,49,265
2399,2399,Delivered,21,125
2400,2400,Delivered,56,86
2401,2401,Out for Delivery,34,143
2402,2402,Delivered,68,8
2403,2403,Delivered,39,2
2404,2404,Out for Delivery,29,249
2405,2405,Delivered,70,134
2406,2406,Delivered,56,7
2407,2407,Delivered,37,185
2408,2408,Delivered,74,106
2409,2409,Delivered,50,276
2410,2410,Out for Delivery,33,79
2411,2411,Delivered,32,161
2412,2412,Delivered,58,169
2413,2413,Delivered,26,144
2414,2414,Delivered,34,160
2415,2415,Delivered,65,50
2416,2416,Delivered,64,109
2417,2417,Delivered,72,299
2418,2418,Delivered,70,171
2419,2419,Delivered,38,161
2420,2420,Delivered,69,229
2421,2421,Delivered,68,270
2422,2422,Delivered,50,148
2423,2423,Cancelled,0,3
2424,2424,Delivered,50,209
2425,2425,Delivered,38,236
2426,2426,Delivered,28,127
2427,2427,Cancelled,0,100
2428,2428,Cancelled,0,263
2429,2429,Delivered,24,144
2430,2430,Cancelled,0,221
2431,2431,Out for Delivery,26,78
2432,2432,Delivered,22,233
2433,2433,Delivered,21,211
2434,2434,Cancelled,0,294
2435,2435,Delivered,70,255
2436,2436,Out for Delivery,32,183
2437,2437,Delivered,63,293
2438,2438,Delivered,45,72
2439,2439,Delivered,63,94
2440,2440,Delivered,41,268
2441,2441,Delivered,59,260
2442,2442,Delivered,73,78
2443,2443,Delivered,58,39
2444,2444,Cancelled,0,108
2445,2445,Delivered,28,277
2446,2446,Delivered,21,131
2447,2447,Delivered,59,151
2448,2448,Delivered,32,222
2449,2449,Cancelled,0,143
2450,2450,Delivered,45,98
2451,2451,Delivered,23,278
2452,2452,Cancelled,0,67
2453,2453,Delivered,47,243
2454,2454,Delivered,46,220
2455,2455,Out for Delivery,22,228
2456,2456,Delivered,25,212
2457,2457,Delivered,29,189
2458,2458,Delivered,72,18
2459,2459,Delivered,39,87
2460,2460,Delivered,72,45
2461,2461,Delivered,41,295
2462,2462,Cancelled,0,186
2463,2463,Delivered,46,174
2464,2464,Delivered,43,160
2465,2465,Delivered,67,167
2466,2466,Delivered,73,291
2467,2467,Delivered,37,33
2468,2468,Delivered,42,96
2469,2469,Cancelled,0,292
2470,2470,Delivered,75,130
2471,2471,Delivered,75,122
2472,2472,Delivered,70,31
2473,2473,Delivered,58,169
2474,2474,Delivered,40,115
2475,2475,Delivered,58,25
2476,2476,Delivered,21,261
2477,2477,Delivered,33,131
2478,2478,Delivered,62,15
2479,2479,Delivered,53,254
2480,2480,Delivered,24,42
2481,2481,Delivered,57,42
2482,2482,Delivered,75,66
2483,2483,Delivered,75,143
2484,2484,Delivered,73,287
2485,2485,Delivered,66,102
2486,2486,Delivered,47,122
2487,2487,Delivered,40,205
2488,2488,Delivered,66,89
2489,2489,Delivered,75,247
2490,2490,Delivered,59,262
2491,2491,Delivered,71,199
2492,2492,Delivered,61,160
2493,2493,Delivered,75,68
2494,2494,Delivered,34,199
2495,2495,Delivered,55,79
2496,2496,Delivered,54,253
2497,2497,Delivered,34,140
2498,2498,Cancelled,0,71
2499,2499,Delivered,59,206
2500,2500,Delivered,31,48
2501,2501,Cancelled,0,26
2502,2502,Delivered,75,116
2503,2503,Delivered,44,272
2504,2504,Delivered,48,230
2505,2505,Delivered,27,9
2506,2506,Delivered,65,6
2507,2507,Delivered,64,109
2508,2508,Delivered,45,90
2509,2509,Out for Delivery,15,58
2510,2510,Delivered,47,149
2511,2511,Delivered,48,118
2512,2512,Delivered,60,283
2513,2513,Delivered,35,75
2514,2514,Delivered,23,163
2515,2515,Cancelled,0,28
2516,2516,Delivered,23,252
2517,2517,Delivered,28,151
2518,2518,Out for Delivery,19,268
2519,2519,Delivered,68,113
2520,2520,Delivered,61,43
2521,2521,Delivered,59,120
2522,2522,Delivered,60,233
2523,2523,Delivered,24,5
2524,2524,Delivered,74,209
2525,2525,Delivered,32,184
2526,2526,Delivered,65,171
2527,2527,Delivered,56,131
2528,2528,Delivered,22,27
2529,2529,Delivered,54,84
2530,2530,Cancelled,0,235
2531,2531,Delivered,45,228
2532,2532,Delivered,65,244
2533,2533,Delivered,31,232
2534,2534,Out for Delivery,15,135
2535,2535,Delivered,54,149
2536,2536,Delivered,23,57
2537,2537,Delivered,29,150
2538,2538,Out for Delivery,25,243
2539,2539,Delivered,24,233
2540,2540,Delivered,73,272
2541,2541,Delivered,43,6
2542,2542,Delivered,71,177
2543,2543,Delivered,37,147
2544,2544,Delivered,24,99
2545,2545,Delivered,75,298
2546,2546,Cancelled,0,9
2547,2547,Delivered,57,260
2548,2548,Out for Delivery,34,287
2549,2549,Cancelled,0,279
2550,2550,Delivered,69,275
2551,2551,Cancelled,0,131
2552,2552,Delivered,40,253
2553,2553,Cancelled,0,39
2554,2554,Delivered,37,258
2555,2555,Cancelled,0,294
2556,2556,Delivered,62,51
2557,2557,Delivered,38,291
2558,2558,Delivered,68,285
2559,2559,Delivered,26,78
2560,2560,Delivered,62,78
2561,2561,Delivered,36,23
2562,2562,Delivered,55,2
2563,2563,Delivered,65,95
2564,2564,Delivered,29,30
2565,2565,Delivered,72,187
2566,2566,Delivered,27,154
2567,2567,Delivered,48,110
2568,2568,Delivered,61,82
2569,2569,Delivered,62,223
2570,2570,Delivered,28,160
2571,2571,Delivered,60,95
2572,2572,Delivered,27,201
2573,2573,Delivered,40,144
2574,2574,Delivered,70,25
2575,2575,Delivered,72,44
2576,2576,Delivered,54,206
2577,2577,Delivered,45,140
2578,2578,Out for Delivery,37,89
2579,2579,Delivered,57,134
2580,2580,Delivered,24,238
2581,2581,Delivered,67,261
2582,2582,Cancelled,0,22
2583,2583,Delivered,55,155
2584,2584,Delivered,65,157
2585,2585,Delivered,51,126
2586,2586,Delivered,59,127
2587,2587,Delivered,23,25
2588,2588,Delivered,71,262
2589,2589,Delivered,44,134
2590,2590,Delivered,42,86
2591,2591,Delivered,40,197
2592,2592,Delivered,60,219
2593,2593,Delivered,34,247
2594,2594,Delivered,32,204
2595,2595,Delivered,27,86
2596,2596,Delivered,36,228
2597,2597,Delivered,55,130
2598,2598,Delivered,37,79
2599,2599,Delivered,65,174
2600,2600,Delivered,70,146
2601,2601,Delivered,40,124
2602,2602,Delivered,25,191
2603,2603,Delivered,75,156
2604,2604,Delivered,36,214
2605,2605,Delivered,65,163
2606,2606,Delivered,40,215
2607,2607,Delivered,71,209
2608,2608,Cancelled,0,230
2609,2609,Delivered,59,197
2610,2610,Delivered,49,144
2611,2611,Delivered,71,189
2612,2612,Delivered,32,71
2613,2613,Delivered,35,247
2614,2614,Delivered,63,218
2615,2615,Delivered,22,47
2616,2616,Delivered,54,86
2617,2617,Delivered,44,224
2618,2618,Delivered,69,124
2619,2619,Delivered,55,257
2620,2620,Delivered,53,24
2621,2621,Delivered,27,132
2622,2622,Delivered,61,206
2623,2623,Delivered,48,244
2624,2624,Delivered,33,276
2625,2625,Delivered,50,6
2626,2626,Out for Delivery,31,142
2627,2627,Delivered,71,47
2628,2628,Delivered,70,29
2629,2629,Delivered,48,8
2630,2630,Delivered,21,153
2631,2631,Delivered,41,271
2632,2632,Delivered,63,224
2633,2633,Delivered,69,108
2634,2634,Delivered,74,145
2635,2635,Delivered,71,97
2636,2636,Delivered,64,86
2637,2637,Delivered,62,145
2638,2638,Delivered,33,253
2639,2639,Delivered,39,226
2640,2640,Delivered,52,174
2641,2641,Delivered,35,104
2642,2642,Delivered,64,148
2643,2643,Cancelled,0,210
2644,2644,Delivered,33,125
2645,2645,Delivered,36,101
2646,2646,Delivered,39,82
2647,2647,Delivered,28,179
2648,2648,Delivered,44,162
2649,2649,Delivered,72,253
2650,2650,Delivered,60,296
2651,2651,Delivered,29,261
2652,2652,Delivered,24,161
2653,2653,Delivered,69,143
2654,2654,Delivered,48,13
2655,2655,Delivered,73,116
2656,2656,Delivered,41,176
2657,2657,Delivered,40,222
2658,2658,Delivered,73,192
2659,2659,Delivered,69,118
2660,2660,Delivered,22,133
2661,2661,Delivered,51,216
2662,2662,Delivered,69,251
2663,2663,Delivered,61,188
2664,2664,Delivered,51,40
2665,2665,Cancelled,0,44
2666,2666,Delivered,47,238
2667,2667,Delivered,22,81
2668,2668,Delivered,38,196
2669,2669,Delivered,44,54
2670,2670,Delivered,61,253
2671,2671,Delivered,34,68
2672,2672,Delivered,35,106
2673,2673,Delivered,42,50
2674,2674,Cancelled,0,93
2675,2675,Delivered,72,200
2676,2676,Delivered,73,101
2677,2677,Delivered,54,279
2678,2678,Delivered,59,11
2679,2679,Delivered,21,45
2680,2680,Delivered,64,176
2681,2681,Delivered,34,268
2682,2682,Delivered,41,284
2683,2683,Delivered,59,95
2684,2684,Delivered,26,27
2685,2685,Delivered,37,22
2686,2686,Delivered,36,139
2687,2687,Delivered,60,43
2688,2688,Delivered,74,287
2689,2689,Delivered,47,193
2690,2690,Out for Delivery,24,232
2691,2691,Delivered,58,240
2692,2692,Delivered,57,223
2693,2693,Delivered,57,189
2694,2694,Delivered,62,258
2695,2695,Delivered,28,42
2696,2696,Delivered,56,55
2697,2697,Delivered,60,172
2698,2698,Delivered,22,112
2699,2699,Out for Delivery,22,194
2700,2700,Delivered,22,154
2701,2701,Delivered,69,296
2702,2702,Delivered,30,155
2703,2703,Delivered,43,48
2704,2704,Delivered,32,23
2705,2705,Delivered,75,253
2706,2706,Delivered,42,226
2707,2707,Delivered,42,62
2708,2708,Delivered,21,233
2709,2709,Delivered,35,10
2710,2710,Delivered,21,286
2711,2711,Delivered,69,204
2712,2712,Delivered,51,66
2713,2713,Delivered,27,99
2714,2714,Delivered,34,279
2715,2715,Cancelled,0,192
2716,2716,Delivered,43,243
2717,2717,Delivered,49,16
2718,2718,Delivered,28,173
2719,2719,Delivered,27,135
2720,2720,Delivered,24,161
2721,2721,Delivered,43,138
2722,2722,Delivered,75,21
2723,2723,Delivered,64,59
2724,2724,Out for Delivery,34,4
2725,2725,Delivered,50,49
2726,2726,Delivered,68,25
2727,2727,Delivered,47,127
2728,2728,Delivered,63,14
2729,2729,Delivered,41,248
2730,2730,Delivered,48,174
2731,2731,Delivered,62,69
2732,2732,Delivered,46,178
2733,2733,Delivered,73,233
2734,2734,Delivered,58,291
2735,2735,Delivered,52,160
2736,2736,Delivered,33,202
2737,2737,Cancelled,0,27
2738,2738,Delivered,46,14
2739,2739,Delivered,30,7
2740,2740,Delivered,60,51
2741,2741,Delivered,73,164
2742,2742,Delivered,68,85
2743,2743,Delivered,57,215
2744,2744,Delivered,67,38
2745,2745,Delivered,53,65
2746,2746,Delivered,60,208
2747,2747,Delivered,51,90
2748,2748,Out for Delivery,31,175
2749,2749,Delivered,61,17
2750,2750,Delivered,26,166
2751,2751,Delivered,48,61
2752,2752,Delivered,71,2
2753,2753,Delivered,34,204
2754,2754,Delivered,46,148
2755,2755,Delivered,65,272
2756,2756,Delivered,60,127
2757,2757,Delivered,40,94
2758,2758,Delivered,44,2
2759,2759,Cancelled,0,36
2760,2760,Delivered,23,62
2761,2761,Delivered,48,231
2762,2762,Delivered,54,281
2763,2763,Delivered,66,18
2764,2764,Delivered,51,67
2765,2765,Delivered,41,16
2766,2766,Delivered,65,117
2767,2767,Delivered,23,189
2768,2768,Delivered,26,77
2769,2769,Delivered,45,14
2770,2770,Delivered,58,83
2771,2771,Delivered,27,42
2772,2772,Delivered,66,35
2773,2773,Delivered,27,81
2774,2774,Delivered,33,246
2775,2775,Delivered,43,132
2776,2776,Cancelled,0,293
2777,2777,Delivered,74,215
2778,2778,Delivered,42,102
2779,2779,Delivered,67,267
2780,2780,Out for Delivery,26,209
2781,2781,Cancelled,0,58
2782,2782,Delivered,52,299
2783,2783,Delivered,74,123
2784,2784,Delivered,33,75
2785,2785,Delivered,63,114
2786,2786,Cancelled,0,216
2787,2787,Delivered,70,238
2788,2788,Delivered,63,74
2789,2789,Delivered,66,287
2790,2790,Delivered,64,193
2791,2791,Delivered,58,9
2792,2792,Delivered,47,293
2793,2793,Delivered,75,65
2794,2794,Delivered,46,258
2795,2795,Delivered,50,149
2796,2796,Delivered,36,185
2797,2797,Delivered,31,51
2798,2798,Delivered,65,259
2799,2799,Cancelled,0,220
2800,2800,Delivered,53,130
2801,2801,Delivered,49,74
2802,2802,Delivered,35,235
2803,2803,Delivered,39,228
2804,2804,Delivered,55,167
2805,2805,Delivered,69,293
2806,2806,Delivered,43,279
2807,2807,Delivered,37,55
2808,2808,Delivered,30,271
2809,2809,Delivered,47,120
2810,2810,Delivered,63,227
2811,2811,Delivered,36,279
2812,2812,Delivered,67,58
2813,2813,Delivered,39,234
2814,2814,Delivered,43,138
2815,2815,Delivered,68,113
2816,2816,Delivered,36,217
2817,2817,Delivered,70,124
2818,2818,Delivered,27,200
2819,2819,Delivered,69,281
2820,2820,Delivered,40,159
2821,2821,Delivered,75,290
2822,2822,Delivered,39,205
2823,2823,Delivered,39,5
2824,2824,Delivered,62,104
2825,2825,Delivered,28,2
2826,2826,Cancelled,0,198
2827,2827,Delivered,36,54
2828,2828,Delivered,54,76
2829,2829,Cancelled,0,16
2830,2830,Delivered,50,250
2831,2831,Delivered,30,109
2832,2832,Delivered,59,185
2833,2833,Delivered,61,246
2834,2834,Delivered,73,261
2835,2835,Delivered,55,233
2836,2836,Delivered,26,20
2837,2837,Delivered,49,199
2838,2838,Delivered,68,15
2839,2839,Cancelled,0,105
2840,2840,Delivered,46,29
2841,2841,Delivered,43,131
2842,2842,Delivered,45,83
2843,2843,Delivered,22,151
2844,2844,Delivered,65,95
2845,2845,Delivered,37,17
2846,2846,Delivered,20,226
2847,2847,Delivered,47,266
2848,2848,Delivered,54,178
2849,2849,Delivered,30,226
2850,2850,Delivered,21,204
2851,2851,Delivered,42,13
2852,2852,Delivered,44,290
2853,2853,Delivered,72,44
2854,2854,Delivered,57,174
2855,2855,Delivered,25,254
2856,2856,Delivered,25,223
2857,2857,Delivered,43,107
2858,2858,Cancelled,0,28
2859,2859,Delivered,20,60
2860,2860,Delivered,33,293
2861,2861,Delivered,43,66
2862,2862,Cancelled,0,91
2863,2863,Delivered,64,263
2864,2864,Delivered,38,46
2865,2865,Delivered,66,156
2866,2866,Delivered,24,78
2867,2867,Delivered,25,130
2868,2868,Delivered,25,266
2869,2869,Delivered,55,188
2870,2870,Delivered,53,110
2871,2871,Delivered,42,62
2872,2872,Delivered,50,46
2873,2873,Out for Delivery,25,213
2874,2874,Delivered,64,177
2875,2875,Delivered,20,27
2876,2876,Delivered,74,143
2877,2877,Delivered,68,29
2878,2878,Out for Delivery,21,153
2879,2879,Delivered,53,137
2880,2880,Delivered,61,100
2881,2881,Delivered,75,79
2882,2882,Delivered,36,245
2883,2883,Delivered,25,241
2884,2884,Out for Delivery,38,269
2885,2885,Delivered,57,105
2886,2886,Delivered,68,216
2887,2887,Delivered,25,25
2888,2888,Delivered,36,190
2889,2889,Delivered,57,66
2890,2890,Delivered,31,269
2891,2891,Delivered,58,22
2892,2892,Delivered,46,148
2893,2893,Delivered,56,42
2894,2894,Delivered,62,284
2895,2895,Delivered,66,111
2896,2896,Delivered,23,198
2897,2897,Out for Delivery,32,109
2898,2898,Delivered,28,52
2899,2899,Delivered,71,73
2900,2900,Delivered,52,109
2901,2901,Delivered,46,177
2902,2902,Delivered,47,14
2903,2903,Delivered,46,76
2904,2904,Delivered,73,72
2905,2905,Delivered,71,213
2906,2906,Delivered,59,135
2907,2907,Delivered,44,187
2908,2908,Delivered,47,38
2909,2909,Out for Delivery,18,4
2910,2910,Out for Delivery,19,176
2911,2911,Out for Delivery,39,30
2912,2912,Delivered,50,146
2913,2913,Delivered,51,287
2914,2914,Delivered,61,275
2915,2915,Delivered,47,296
2916,2916,Delivered,28,242
2917,2917,Cancelled,0,115
2918,2918,Delivered,23,255
2919,2919,Delivered,38,86
2920,2920,Delivered,35,60
2921,2921,Delivered,42,9
2922,2922,Delivered,54,201
2923,2923,Delivered,42,144
2924,2924,Delivered,73,61
2925,2925,Delivered,63,222
2926,2926,Delivered,22,263
2927,2927,Delivered,55,86
2928,2928,Delivered,30,132
2929,2929,Delivered,23,71
2930,2930,Delivered,20,249
2931,2931,Delivered,40,243
2932,2932,Delivered,29,255
2933,2933,Delivered,46,7
2934,2934,Cancelled,0,207
2935,2935,Delivered,38,33
2936,2936,Delivered,50,168
2937,2937,Delivered,32,38
2938,2938,Delivered,40,291
2939,2939,Delivered,26,261
2940,2940,Cancelled,0,71
2941,2941,Cancelled,0,17
2942,2942,Delivered,66,195
2943,2943,Delivered,58,205
2944,2944,Delivered,68,116
2945,2945,Delivered,39,105
2946,2946,Delivered,56,231
2947,2947,Delivered,30,155
2948,2948,Delivered,26,38
2949,2949,Cancelled,0,70
2950,2950,Delivered,57,204
2951,2951,Cancelled,0,48
2952,2952,Delivered,20,19
2953,2953,Delivered,25,109
2954,2954,Out for Delivery,29,29
2955,2955,Delivered,38,284
2956,2956,Delivered,37,102
2957,2957,Delivered,48,169
2958,2958,Delivered,50,147
2959,2959,Delivered,38,33
2960,2960,Delivered,35,283
2961,2961,Delivered,67,36
2962,2962,Delivered,68,123
2963,2963,Delivered,55,4
2964,2964,Delivered,61,45
2965,2965,Out for Delivery,18,104
2966,2966,Delivered,38,88
2967,2967,Delivered,24,192
2968,2968,Delivered,54,114
2969,2969,Delivered,58,85
2970,2970,Delivered,55,64
2971,2971,Delivered,56,214
2972,2972,Delivered,37,19
2973,2973,Delivered,23,298
2974,2974,Delivered,66,210
2975,2975,Delivered,54,131
2976,2976,Delivered,32,206
2977,2977,Delivered,20,137
2978,2978,Delivered,52,49
2979,2979,Delivered,38,224
2980,2980,Delivered,46,162
2981,2981,Cancelled,0,29
2982,2982,Delivered,68,19
2983,2983,Cancelled,0,269
2984,2984,Delivered,61,91
2985,2985,Delivered,52,197
2986,2986,Delivered,49,162
2987,2987,Delivered,25,176
2988,2988,Delivered,73,228
2989,2989,Delivered,56,119
2990,2990,Delivered,31,114
2991,2991,Cancelled,0,178
2992,2992,Delivered,74,137
2993,2993,Delivered,26,108
2994,2994,Delivered,33,58
2995,2995,Delivered,58,180
2996,2996,Delivered,33,36
2997,2997,Delivered,20,189
2998,2998,Delivered,39,202
2999,2999,Delivered,44,117
3000,3000,Delivered,28,275
3001,3001,Delivered,38,96
3002,3002,Delivered,20,171
3003,3003,Delivered,28,159
3004,3004,Delivered,33,79
3005,3005,Delivered,46,204
3006,3006,Delivered,32,11
3007,3007,Out for Delivery,37,146
3008,3008,Delivered,27,271
3009,3009,Cancelled,0,136
3010,3010,Delivered,25,70
3011,3011,Out for Delivery,29,171
3012,3012,Delivered,73,15
3013,3013,Delivered,34,190
3014,3014,Delivered,20,271
3015,3015,Delivered,71,89
3016,3016,Delivered,67,257
3017,3017,Delivered,52,148
3018,3018,Delivered,47,216
3019,3019,Delivered,65,24
3020,3020,Delivered,41,222
3021,3021,Cancelled,0,106
3022,3022,Delivered,27,18
3023,3023,Delivered,25,240
3024,3024,Delivered,37,150
3025,3025,Delivered,53,60
3026,3026,Out for Delivery,16,80
3027,3027,Delivered,60,39
3028,3028,Delivered,66,155
3029,3029,Cancelled,0,62
3030,3030,Cancelled,0,235
3031,3031,Delivered,70,159
3032,3032,Delivered,23,193
3033,3033,Delivered,34,190
3034,3034,Delivered,63,38
3035,3035,Delivered,59,113
3036,3036,Delivered,45,64
3037,3037,Delivered,44,232
3038,3038,Delivered,64,5
3039,3039,Delivered,70,283
3040,3040,Delivered,34,130
3041,3041,Delivered,68,53
3042,3042,Delivered,37,220
3043,3043,Delivered,32,284
3044,3044,Delivered,69,26
3045,3045,Out for Delivery,40,29
3046,3046,Out for Delivery,25,98
3047,3047,Delivered,41,251
3048,3048,Delivered,40,178
3049,3049,Delivered,28,125
3050,3050,Delivered,74,194
3051,3051,Delivered,72,83
3052,3052,Delivered,41,139
3053,3053,Delivered,29,3
3054,3054,Delivered,25,74
3055,3055,Delivered,74,282
3056,3056,Delivered,46,13
3057,3057,Delivered,51,221
3058,3058,Delivered,25,2
3059,3059,Delivered,50,101
3060,3060,Delivered,45,245
3061,3061,Delivered,64,3
3062,3062,Delivered,68,232
3063,3063,Delivered,44,268
3064,3064,Cancelled,0,153
3065,3065,Delivered,25,51
3066,3066,Delivered,36,184
3067,3067,Delivered,53,179
3068,3068,Delivered,31,1
3069,3069,Cancelled,0,148
3070,3070,Delivered,48,7
3071,3071,Delivered,25,226
3072,3072,Delivered,46,108
3073,3073,Delivered,38,167
3074,3074,Delivered,46,251
3075,3075,Cancelled,0,203
3076,3076,Out for Delivery,39,142
3077,3077,Delivered,43,46
3078,3078,Delivered,36,123
3079,3079,Delivered,73,114
3080,3080,Delivered,29,111
3081,3081,Delivered,31,244
3082,3082,Delivered,40,104
3083,3083,Cancelled,0,95
3084,3084,Delivered,31,207
3085,3085,Delivered,50,231
3086,3086,Delivered,47,112
3087,3087,Delivered,51,157
3088,3088,Delivered,35,160
3089,3089,Out for Delivery,26,213
3090,3090,Delivered,42,151
3091,3091,Delivered,32,284
3092,3092,Delivered,45,245
3093,3093,Delivered,26,278
3094,3094,Delivered,45,62
3095,3095,Delivered,44,61
3096,3096,Delivered,54,216
3097,3097,Delivered,50,173
3098,3098,Delivered,71,190
3099,3099,Delivered,33,180
3100,3100,Delivered,29,221
3101,3101,Delivered,54,118
3102,3102,Delivered,71,182
3103,3103,Delivered,54,267
3104,3104,Delivered,60,171
3105,3105,Delivered,40,222
3106,3106,Delivered,70,155
3107,3107,Delivered,71,179
3108,3108,Delivered,41,57
3109,3109,Delivered,40,92
3110,3110,Delivered,56,40
3111,3111,Delivered,63,129
3112,3112,Delivered,43,201
3113,3113,Delivered,37,95
3114,3114,Delivered,42,176
3115,3115,Delivered,71,184
3116,3116,Delivered,40,48
3117,3117,Delivered,55,182
3118,3118,Delivered,53,8
3119,3119,Delivered,46,243
3120,3120,Delivered,30,62
3121,3121,Delivered,53,14
3122,3122,Delivered,43,90
3123,3123,Delivered,47,63
3124,3124,Out for Delivery,28,221
3125,3125,Out for Delivery,15,93
3126,3126,Delivered,56,223
3127,3127,Delivered,55,81
3128,3128,Delivered,23,25
3129,3129,Delivered,42,16
3130,3130,Delivered,59,181
3131,3131,Out for Delivery,29,258
3132,3132,Delivered,71,19
3133,3133,Cancelled,0,104
3134,3134,Delivered,60,227
3135,3135,Delivered,27,161
3136,3136,Delivered,42,206
3137,3137,Delivered,73,64
3138,3138,Delivered,41,243
3139,3139,Delivered,64,266
3140,3140,Delivered,66,70
3141,3141,Delivered,38,243
3142,3142,Delivered,71,263
3143,3143,Cancelled,0,199
3144,3144,Delivered,52,147
3145,3145,Delivered,54,134
3146,3146,Cancelled,0,182
3147,3147,Delivered,52,12
3148,3148,Delivered,25,147
3149,3149,Delivered,71,244
3150,3150,Delivered,20,101
3151,3151,Delivered,57,30
3152,3152,Delivered,35,87
3153,3153,Delivered,20,35
3154,3154,Delivered,33,224
3155,3155,Delivered,43,203
3156,3156,Delivered,39,151
3157,3157,Delivered,39,184
3158,3158,Delivered,31,49
3159,3159,Delivered,41,234
3160,3160,Delivered,74,211
3161,3161,Delivered,58,140
3162,3162,Delivered,43,290
3163,3163,Delivered,58,73
3164,3164,Out for Delivery,31,91
3165,3165,Delivered,49,113
3166,3166,Delivered,32,91
3167,3167,Out for Delivery,17,57
3168,3168,Delivered,21,77
3169,3169,Delivered,23,290
3170,3170,Delivered,59,210
3171,3171,Delivered,30,19
3172,3172,Delivered,56,29
3173,3173,Delivered,70,57
3174,3174,Delivered,33,249
3175,3175,Delivered,67,19
3176,3176,Delivered,43,185
3177,3177,Delivered,62,168
3178,3178,Delivered,54,29
3179,3179,Delivered,24,125
3180,3180,Delivered,57,10
3181,3181,Out for Delivery,23,256
3182,3182,Delivered,47,180
3183,3183,Cancelled,0,30
3184,3184,Delivered,51,127
3185,3185,Delivered,21,265
3186,3186,Delivered,66,290
3187,3187,Delivered,48,253
3188,3188,Delivered,53,60
3189,3189,Delivered,50,80
3190,3190,Out for Delivery,16,171
3191,3191,Delivered,41,122
3192,3192,Delivered,37,201
3193,3193,Delivered,51,283
3194,3194,Delivered,26,242
3195,3195,Delivered,62,24
3196,3196,Delivered,24,72
3197,3197,Delivered,50,98
3198,3198,Delivered,55,292
3199,3199,Delivered,32,265
3200,3200,Delivered,48,259
3201,3201,Delivered,28,251
3202,3202,Delivered,64,141
3203,3203,Delivered,69,287
3204,3204,Delivered,58,147
3205,3205,Delivered,23,57
3206,3206,Delivered,64,222
3207,3207,Cancelled,0,124
3208,3208,Delivered,26,158
3209,3209,Delivered,41,61
3210,3210,Delivered,65,218
3211,3211,Delivered,21,147
3212,3212,Delivered,39,47
3213,3213,Delivered,28,39
3214,3214,Delivered,35,224
3215,3215,Cancelled,0,229
3216,3216,Delivered,75,147
3217,3217,Delivered,26,274
3218,3218,Delivered,54,300
